shooter_id,goalie_id,hex_id,time_id,strength_state,goals,shots,offset_logit_xg,x_mean,y_mean
8470621.0,8479361.0,2_0,2025-02,EVEN,1,1,-3.590075752596534,35.0,20.0
8470621.0,8479361.0,3_-2,2025-02,PK,0,1,-1.98450194991078,77.0,-7.0
8470621.0,8479406.0,3_-1,2025-01,EVEN,0,2,-2.3491577999973043,59.5,11.0
8470621.0,8479406.0,4_-1,2024-12,PP,0,1,-3.214212887012425,80.0,8.0
8470621.0,8479406.0,4_-3,2024-12,EVEN,0,1,-2.3647015756462233,94.0,-18.0
8470621.0,8479496.0,3_0,2025-04,EVEN,0,1,-3.8578848807195634,65.0,36.0
8470621.0,8479979.0,2_-2,2025-05,EVEN,0,1,-3.9378790878714853,35.0,-28.0
8470621.0,8479979.0,3_-2,2025-05,EVEN,0,2,-1.4528320000450083,72.0,-2.0
8470621.0,8479979.0,4_-1,2025-03,PK,0,1,-2.0011153228758096,86.0,33.0
8470621.0,8479979.0,4_-2,2025-03,PK,1,1,-1.1869806442591495,87.0,4.0
8470621.0,8479979.0,4_-2,2025-05,EVEN,0,2,-1.7466907617844698,83.5,3.5
8470621.0,8479979.0,4_-2,2025-05,PK,0,1,-1.8645296279777717,83.0,-1.0
8470621.0,8480045.0,3_-2,2025-03,EVEN,0,1,-2.5723781711118088,76.0,-18.0
8470621.0,8480193.0,3_-1,2024-12,EVEN,0,1,-1.8880465591328337,64.0,22.0
